,Unnamed: 0,Genome,Accession,Source.information,Topology,Taxonomy,Molecule.type,Genome.length,Number.of.proteins,Host,Date.completed,Date.updated,first.acc,n.overlaps,len.overlaps,baltimore.class,family
5292,5293,Variola virus,NC_001611,"strain:India-1967, ssp. major; isolate:Ind3",linear,"['Viruses', 'Poxviridae', 'Chordopoxvirinae', 'Orthopoxvirus']",DNA,185578,197.0,"vertebrates, human",05/04/1993,08/13/2018,NC_001611,42.0,24.619047619047603,ds_DNA,Poxviridae
5293,5294,Volepox virus,NC_031033,strain:CA,linear,"['Viruses', 'Poxviridae', 'Chordopoxvirinae', 'Orthopoxvirus']",DNA,217124,206.0,vertebrates,09/23/2016,08/13/2018,NC_031033,32.0,17.3125,ds_DNA,Poxviridae
5294,5295,Yaba monkey tumor virus,NC_005179,-,linear,"['Viruses', 'Poxviridae', 'Chordopoxvirinae', 'Yatapoxvirus']",DNA,134721,140.0,"vertebrates, human",11/08/2003,08/13/2018,NC_005179,30.0,15.8666666666667,ds_DNA,Poxviridae
5295,5296,Yaba-like disease virus,NC_002642,-,linear,"['Viruses', 'Poxviridae', 'Chordopoxvirinae', 'Yatapoxvirus']",DNA,144575,152.0,"vertebrates, human",01/06/2001,08/13/2018,NC_002642,38.0,14.026315789473697,ds_DNA,Poxviridae
5296,5297,Yokapox virus,NC_015960,strain:DakArB 4268,linear,"['Viruses', 'Poxviridae', 'Chordopoxvirinae', 'Centapoxvirus']",DNA,175699,186.0,vertebrates,08/30/2011,08/13/2018,NC_015960,45.0,62.4888888888889,ds_DNA,Poxviridae
5297,5298,unidentified entomopoxvirus,NC_038921,-,linear,"['Viruses', 'Poxviridae', 'Entomopoxvirinae']",DNA,1686,1.0,invertebrates,02/10/1994,08/24/2018,NC_038921,0.0,,ds_DNA,Poxviridae
5298,5299,Abisko virus,NC_035470,isolate:Abisko-6,linear,"['Viruses', 'Riboviria', 'unclassified Riboviria']",RNA,10187,3.0,invertebrates,08/24/2017,08/13/2018,NC_035470,0.0,,Unknown,Unknown
5299,5300,Achimota virus 1,NC_025403,-,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Haploviricotina', 'Monjiviricetes', 'Mononegavirales', 'Paramyxoviridae', 'Rubulavirinae', 'Pararubulavirus', 'Achimota pararubulavirus 1']",RNA,15624,8.0,"vertebrates, human",10/31/2014,08/13/2018,NC_025403,3.0,575.333333333333,ss_RNA_-,Paramyxoviridae
5300,5301,Achimota virus 2,NC_025404,-,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Haploviricotina', 'Monjiviricetes', 'Mononegavirales', 'Paramyxoviridae', 'Rubulavirinae', 'Pararubulavirus', 'Achimota pararubulavirus 2']",RNA,15504,8.0,"vertebrates, human",10/31/2014,08/13/2018,NC_025404,3.0,569.333333333333,ss_RNA_-,Paramyxoviridae
5301,5302,Acinetobacter phage AP205,NC_002700,-,linear,"['Viruses', 'Riboviria', 'Leviviridae', 'unclassified Leviviridae']",ss-RNA,4268,4.0,bacteria,03/18/2001,08/13/2018,NC_002700,0.0,,ss_RNA_+,unclassified Leviviridae
5302,5303,Aconitum latent virus,NC_002795,isolate:D,linear,"['Viruses', 'Riboviria', 'Tymovirales', 'Betaflexiviridae', 'Quinvirinae', 'Carlavirus']",ss-RNA,8657,6.0,plants,05/29/2001,08/13/2018,NC_002795,3.0,10.3333333333333,ss_RNA_+,Betaflexiviridae
5303,5304,Actinidia chlorotic ringspot-associated virus,"['NC_038773', 'NC_038771', 'NC_038770', 'NC_038772', 'NC_038769']",isolate:HN-6,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Fimoviridae', 'Emaravirus']",RNA,14146,5.0,,08/24/2018,08/24/2018,NC_038773,0.0,,ss_RNA_-,Fimoviridae
5304,5305,Actinidia chlorotic ringspot-associated virus,"['NC_038773', 'NC_038771', 'NC_038770', 'NC_038772', 'NC_038769']",isolate:HN-6,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Fimoviridae', 'Emaravirus']",RNA,14146,5.0,,08/24/2018,08/24/2018,NC_038773,0.0,,ss_RNA_-,Fimoviridae
5305,5306,Actinidia chlorotic ringspot-associated virus,"['NC_038773', 'NC_038771', 'NC_038770', 'NC_038772', 'NC_038769']",isolate:HN-6,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Fimoviridae', 'Emaravirus']",RNA,14146,5.0,,08/24/2018,08/24/2018,NC_038773,0.0,,ss_RNA_-,Fimoviridae
5306,5307,Actinidia chlorotic ringspot-associated virus,"['NC_038773', 'NC_038771', 'NC_038770', 'NC_038772', 'NC_038769']",isolate:HN-6,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Fimoviridae', 'Emaravirus']",RNA,14146,5.0,,08/24/2018,08/24/2018,NC_038773,0.0,,ss_RNA_-,Fimoviridae
5307,5308,Actinidia chlorotic ringspot-associated virus,"['NC_038773', 'NC_038771', 'NC_038770', 'NC_038772', 'NC_038769']",isolate:HN-6,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Fimoviridae', 'Emaravirus']",RNA,14146,5.0,,08/24/2018,08/24/2018,NC_038773,0.0,,ss_RNA_-,Fimoviridae
5308,5309,Actinidia seed-borne latent virus,NC_040800,isolate:01227,linear,"['Viruses', 'Riboviria', 'Tymovirales', 'Betaflexiviridae', 'unclassified Betaflexiviridae']",RNA,8192,4.0,plants,02/12/2019,02/12/2019,NC_040800,2.0,216.5,ss_RNA_+,unclassified Betaflexiviridae
5309,5310,Actinidia virus 1,NC_035453,isolate:K75,linear,"['Viruses', 'Riboviria', 'Closteroviridae']",RNA,18848,12.0,plants,08/24/2017,08/13/2018,NC_035453,5.0,79.8,ss_RNA_+,Closteroviridae
5310,5311,Actinidia virus A,NC_043087,isolate:TP7-93A,linear,"['Viruses', 'Riboviria', 'Tymovirales', 'Betaflexiviridae', 'Trivirinae', 'Vitivirus']",RNA,7566,5.0,plants,06/28/2019,06/28/2019,NC_043087,2.0,96.5,ss_RNA_+,Betaflexiviridae
5311,5312,Actinidia virus B,NC_016404,isolate:TP7-93B,linear,"['Viruses', 'Riboviria', 'Tymovirales', 'Betaflexiviridae', 'Trivirinae', 'Vitivirus']",RNA,7488,5.0,plants,11/18/2011,08/13/2018,NC_016404,3.0,92.0,ss_RNA_+,Betaflexiviridae
5312,5313,Actinidia virus X,NC_028649,strain:RV-3124,linear,"['Viruses', 'Riboviria', 'Tymovirales', 'Alphaflexiviridae', 'Potexvirus']",RNA,6888,6.0,plants,12/11/2015,08/13/2018,NC_028649,3.0,160.333333333333,ss_RNA_+,Alphaflexiviridae
5313,5314,Acute bee paralysis virus,NC_002548,-,linear,"['Viruses', 'Riboviria', 'Picornavirales', 'Dicistroviridae', 'Aparavirus']",RNA,9491,2.0,invertebrates,09/14/2000,08/13/2018,NC_002548,0.0,,ss_RNA_+,Dicistroviridae
5314,5315,Acyrthosiphon pisum virus,NC_003780,-,linear,"['Viruses', 'Riboviria', 'unclassified Riboviria', 'unclassified ssRNA viruses', 'ssRNA positive-strand viruses', 'no DNA stage']",ss-RNA,10035,2.0,invertebrates,12/09/1997,08/13/2018,NC_003780,1.0,31.0,Unknown,Unknown
5315,5316,Adana virus,"['NC_029129', 'NC_029128', 'NC_029127']",strain:195,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Phenuiviridae', 'Phlebovirus']",RNA,12389,4.0,"vertebrates, invertebrates, human",02/05/2016,08/13/2018,NC_029129,0.0,,ss_RNA_-,Phenuiviridae
5316,5317,Adana virus,"['NC_029129', 'NC_029128', 'NC_029127']",strain:195,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Phenuiviridae', 'Phlebovirus']",RNA,12389,4.0,"vertebrates, invertebrates, human",02/05/2016,08/13/2018,NC_029129,0.0,,ss_RNA_-,Phenuiviridae
5317,5318,Adana virus,"['NC_029129', 'NC_029128', 'NC_029127']",strain:195,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Phenuiviridae', 'Phlebovirus']",RNA,12389,4.0,"vertebrates, invertebrates, human",02/05/2016,08/13/2018,NC_029129,0.0,,ss_RNA_-,Phenuiviridae
5318,5319,Adelaide River virus,NC_028246,isolate:DPP61,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Haploviricotina', 'Monjiviricetes', 'Mononegavirales', 'Rhabdoviridae', 'Ephemerovirus']",RNA,14627,9.0,vertebrates,11/04/2015,08/13/2018,NC_028246,0.0,,ss_RNA_-,Rhabdoviridae
5319,5320,Adelphocoris suturalis virus,NC_032728,isolate:HBWH,linear,"['Viruses', 'Riboviria', 'unclassified Riboviria']",RNA,10845,5.0,invertebrates,01/17/2017,08/13/2018,NC_032728,1.0,1.0,Unknown,Unknown
5320,5321,Adult diarrheal rotavirus strain J19,"['NC_007550', 'NC_007548', 'NC_007551', 'NC_007553', 'NC_007557', 'NC_007552', 'NC_007554', 'NC_007555', 'NC_007556', 'NC_007549', 'NC_007558']",strain:J19,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Rotavirus']",RNA,17961,11.0,"vertebrates, human",11/02/2005,08/13/2018,NC_007550,0.0,,ds_RNA,Reoviridae
5321,5322,Adult diarrheal rotavirus strain J19,"['NC_007550', 'NC_007548', 'NC_007551', 'NC_007553', 'NC_007557', 'NC_007552', 'NC_007554', 'NC_007555', 'NC_007556', 'NC_007549', 'NC_007558']",strain:J19,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Rotavirus']",RNA,17961,11.0,"vertebrates, human",11/02/2005,08/13/2018,NC_007550,0.0,,ds_RNA,Reoviridae
5322,5323,Adult diarrheal rotavirus strain J19,"['NC_007550', 'NC_007548', 'NC_007551', 'NC_007553', 'NC_007557', 'NC_007552', 'NC_007554', 'NC_007555', 'NC_007556', 'NC_007549', 'NC_007558']",strain:J19,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Rotavirus']",RNA,17961,11.0,"vertebrates, human",11/02/2005,08/13/2018,NC_007550,0.0,,ds_RNA,Reoviridae
5323,5324,Adult diarrheal rotavirus strain J19,"['NC_007550', 'NC_007548', 'NC_007551', 'NC_007553', 'NC_007557', 'NC_007552', 'NC_007554', 'NC_007555', 'NC_007556', 'NC_007549', 'NC_007558']",strain:J19,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Rotavirus']",RNA,17961,11.0,"vertebrates, human",11/02/2005,08/13/2018,NC_007550,0.0,,ds_RNA,Reoviridae
5324,5325,Adult diarrheal rotavirus strain J19,"['NC_007550', 'NC_007548', 'NC_007551', 'NC_007553', 'NC_007557', 'NC_007552', 'NC_007554', 'NC_007555', 'NC_007556', 'NC_007549', 'NC_007558']",strain:J19,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Rotavirus']",RNA,17961,11.0,"vertebrates, human",11/02/2005,08/13/2018,NC_007550,0.0,,ds_RNA,Reoviridae
5325,5326,Adult diarrheal rotavirus strain J19,"['NC_007550', 'NC_007548', 'NC_007551', 'NC_007553', 'NC_007557', 'NC_007552', 'NC_007554', 'NC_007555', 'NC_007556', 'NC_007549', 'NC_007558']",strain:J19,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Rotavirus']",RNA,17961,11.0,"vertebrates, human",11/02/2005,08/13/2018,NC_007550,0.0,,ds_RNA,Reoviridae
5326,5327,Adult diarrheal rotavirus strain J19,"['NC_007550', 'NC_007548', 'NC_007551', 'NC_007553', 'NC_007557', 'NC_007552', 'NC_007554', 'NC_007555', 'NC_007556', 'NC_007549', 'NC_007558']",strain:J19,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Rotavirus']",RNA,17961,11.0,"vertebrates, human",11/02/2005,08/13/2018,NC_007550,0.0,,ds_RNA,Reoviridae
5327,5328,Adult diarrheal rotavirus strain J19,"['NC_007550', 'NC_007548', 'NC_007551', 'NC_007553', 'NC_007557', 'NC_007552', 'NC_007554', 'NC_007555', 'NC_007556', 'NC_007549', 'NC_007558']",strain:J19,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Rotavirus']",RNA,17961,11.0,"vertebrates, human",11/02/2005,08/13/2018,NC_007550,0.0,,ds_RNA,Reoviridae
5328,5329,Adult diarrheal rotavirus strain J19,"['NC_007550', 'NC_007548', 'NC_007551', 'NC_007553', 'NC_007557', 'NC_007552', 'NC_007554', 'NC_007555', 'NC_007556', 'NC_007549', 'NC_007558']",strain:J19,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Rotavirus']",RNA,17961,11.0,"vertebrates, human",11/02/2005,08/13/2018,NC_007550,0.0,,ds_RNA,Reoviridae
5329,5330,Adult diarrheal rotavirus strain J19,"['NC_007550', 'NC_007548', 'NC_007551', 'NC_007553', 'NC_007557', 'NC_007552', 'NC_007554', 'NC_007555', 'NC_007556', 'NC_007549', 'NC_007558']",strain:J19,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Rotavirus']",RNA,17961,11.0,"vertebrates, human",11/02/2005,08/13/2018,NC_007550,0.0,,ds_RNA,Reoviridae
5330,5331,Adult diarrheal rotavirus strain J19,"['NC_007550', 'NC_007548', 'NC_007551', 'NC_007553', 'NC_007557', 'NC_007552', 'NC_007554', 'NC_007555', 'NC_007556', 'NC_007549', 'NC_007558']",strain:J19,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Rotavirus']",RNA,17961,11.0,"vertebrates, human",11/02/2005,08/13/2018,NC_007550,0.0,,ds_RNA,Reoviridae
5331,5332,Aedes flavivirus,NC_012932,strain:Narita-21,linear,"['Viruses', 'Riboviria', 'Flaviviridae', 'Flavivirus']",RNA,11064,2.0,"vertebrates, invertebrates, human",07/24/2009,05/24/2019,NC_012932,1.0,4071.0,ss_RNA_+,Flaviviridae
5332,5333,Aedes pseudoscutellaris reovirus,"['NC_007672', 'NC_007666', 'NC_007667', 'NC_007668', 'NC_007669', 'NC_007670', 'NC_007671', 'NC_007673', 'NC_007674']",-,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Dinovernavirus']",ds-RNA,23147,9.0,invertebrates,12/17/2005,08/13/2018,NC_007672,0.0,,ds_RNA,Reoviridae
5333,5334,Aedes pseudoscutellaris reovirus,"['NC_007672', 'NC_007666', 'NC_007667', 'NC_007668', 'NC_007669', 'NC_007670', 'NC_007671', 'NC_007673', 'NC_007674']",-,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Dinovernavirus']",ds-RNA,23147,9.0,invertebrates,12/17/2005,08/13/2018,NC_007672,0.0,,ds_RNA,Reoviridae
5334,5335,Aedes pseudoscutellaris reovirus,"['NC_007672', 'NC_007666', 'NC_007667', 'NC_007668', 'NC_007669', 'NC_007670', 'NC_007671', 'NC_007673', 'NC_007674']",-,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Dinovernavirus']",ds-RNA,23147,9.0,invertebrates,12/17/2005,08/13/2018,NC_007672,0.0,,ds_RNA,Reoviridae
5335,5336,Aedes pseudoscutellaris reovirus,"['NC_007672', 'NC_007666', 'NC_007667', 'NC_007668', 'NC_007669', 'NC_007670', 'NC_007671', 'NC_007673', 'NC_007674']",-,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Dinovernavirus']",ds-RNA,23147,9.0,invertebrates,12/17/2005,08/13/2018,NC_007672,0.0,,ds_RNA,Reoviridae
5336,5337,Aedes pseudoscutellaris reovirus,"['NC_007672', 'NC_007666', 'NC_007667', 'NC_007668', 'NC_007669', 'NC_007670', 'NC_007671', 'NC_007673', 'NC_007674']",-,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Dinovernavirus']",ds-RNA,23147,9.0,invertebrates,12/17/2005,08/13/2018,NC_007672,0.0,,ds_RNA,Reoviridae
5337,5338,Aedes pseudoscutellaris reovirus,"['NC_007672', 'NC_007666', 'NC_007667', 'NC_007668', 'NC_007669', 'NC_007670', 'NC_007671', 'NC_007673', 'NC_007674']",-,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Dinovernavirus']",ds-RNA,23147,9.0,invertebrates,12/17/2005,08/13/2018,NC_007672,0.0,,ds_RNA,Reoviridae
5338,5339,Aedes pseudoscutellaris reovirus,"['NC_007672', 'NC_007666', 'NC_007667', 'NC_007668', 'NC_007669', 'NC_007670', 'NC_007671', 'NC_007673', 'NC_007674']",-,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Dinovernavirus']",ds-RNA,23147,9.0,invertebrates,12/17/2005,08/13/2018,NC_007672,0.0,,ds_RNA,Reoviridae
5339,5340,Aedes pseudoscutellaris reovirus,"['NC_007672', 'NC_007666', 'NC_007667', 'NC_007668', 'NC_007669', 'NC_007670', 'NC_007671', 'NC_007673', 'NC_007674']",-,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Dinovernavirus']",ds-RNA,23147,9.0,invertebrates,12/17/2005,08/13/2018,NC_007672,0.0,,ds_RNA,Reoviridae
5340,5341,Aedes pseudoscutellaris reovirus,"['NC_007672', 'NC_007666', 'NC_007667', 'NC_007668', 'NC_007669', 'NC_007670', 'NC_007671', 'NC_007673', 'NC_007674']",-,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Spinareovirinae', 'Dinovernavirus']",ds-RNA,23147,9.0,invertebrates,12/17/2005,08/13/2018,NC_007672,0.0,,ds_RNA,Reoviridae
5341,5342,Aeonium ringspot virus,"['NC_038761', 'NC_038762']",-,linear,"['Viruses', 'Riboviria', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Nepovirus']",RNA,11559,2.0,plants,08/24/2018,08/24/2018,NC_038761,0.0,,ss_RNA_+,Secoviridae
5342,5343,Aeonium ringspot virus,"['NC_038761', 'NC_038762']",-,linear,"['Viruses', 'Riboviria', 'Picornavirales', 'Secoviridae', 'Comovirinae', 'Nepovirus']",RNA,11559,2.0,plants,08/24/2018,08/24/2018,NC_038761,0.0,,ss_RNA_+,Secoviridae
5343,5344,African bat icavirus PREDICT-06105,NC_026470,isolate:PREDICT-06105,linear,"['Viruses', 'Riboviria', 'Picornavirales', 'Picornaviridae', 'Mischivirus']",RNA,8096,1.0,vertebrates,02/17/2015,08/13/2018,NC_026470,0.0,,ss_RNA_+,Picornaviridae
5344,5345,African eggplant mosaic virus,NC_043537,isolate:2013-281,linear,"['Viruses', 'Riboviria', 'Potyviridae', 'Potyvirus']",RNA,9646,1.0,plants,06/28/2019,06/28/2019,NC_043537,0.0,,ss_RNA_+,Potyviridae
5345,5346,African eggplant yellowing virus,NC_034207,isolate:eMA4,linear,"['Viruses', 'Riboviria', 'Luteoviridae', 'Polerovirus']",ss-RNA,5953,6.0,plants,03/14/2017,08/25/2018,NC_034207,6.0,797.833333333333,ss_RNA_+,Luteoviridae
5346,5347,African horse sickness virus,"['NC_006009', 'NC_006019', 'NC_006021', 'NC_006020', 'NC_005996', 'NC_006016', 'NC_006011', 'NC_006012', 'NC_006017', 'NC_006018']",serotype:3,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Orbivirus']",ds-RNA,19524,11.0,"vertebrates, invertebrates",07/13/2004,08/13/2018,NC_006009,0.0,,ds_RNA,Reoviridae
5347,5348,African horse sickness virus,"['NC_006009', 'NC_006019', 'NC_006021', 'NC_006020', 'NC_005996', 'NC_006016', 'NC_006011', 'NC_006012', 'NC_006017', 'NC_006018']",serotype:3,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Orbivirus']",ds-RNA,19524,11.0,"vertebrates, invertebrates",07/13/2004,08/13/2018,NC_006009,0.0,,ds_RNA,Reoviridae
5348,5349,African horse sickness virus,"['NC_006009', 'NC_006019', 'NC_006021', 'NC_006020', 'NC_005996', 'NC_006016', 'NC_006011', 'NC_006012', 'NC_006017', 'NC_006018']",serotype:3,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Orbivirus']",RNA,19524,11.0,"vertebrates, invertebrates",07/13/2004,08/13/2018,NC_006009,0.0,,ds_RNA,Reoviridae
5349,5350,African horse sickness virus,"['NC_006009', 'NC_006019', 'NC_006021', 'NC_006020', 'NC_005996', 'NC_006016', 'NC_006011', 'NC_006012', 'NC_006017', 'NC_006018']",serotype:3,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Orbivirus']",ds-RNA,19524,11.0,"vertebrates, invertebrates",07/13/2004,08/13/2018,NC_006009,0.0,,ds_RNA,Reoviridae
5350,5351,African horse sickness virus,"['NC_006009', 'NC_006019', 'NC_006021', 'NC_006020', 'NC_005996', 'NC_006016', 'NC_006011', 'NC_006012', 'NC_006017', 'NC_006018']",serotype:3,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Orbivirus']",ss-RNA,19524,11.0,"vertebrates, invertebrates",07/13/2004,08/13/2018,NC_006009,0.0,,ds_RNA,Reoviridae
5351,5352,African horse sickness virus,"['NC_006009', 'NC_006019', 'NC_006021', 'NC_006020', 'NC_005996', 'NC_006016', 'NC_006011', 'NC_006012', 'NC_006017', 'NC_006018']",serotype:3,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Orbivirus']",ds-RNA,19524,11.0,"vertebrates, invertebrates",07/13/2004,08/13/2018,NC_006009,0.0,,ds_RNA,Reoviridae
5352,5353,African horse sickness virus,"['NC_006009', 'NC_006019', 'NC_006021', 'NC_006020', 'NC_005996', 'NC_006016', 'NC_006011', 'NC_006012', 'NC_006017', 'NC_006018']",serotype:3,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Orbivirus']",ds-RNA,19524,11.0,"vertebrates, invertebrates",07/13/2004,08/13/2018,NC_006009,0.0,,ds_RNA,Reoviridae
5353,5354,African horse sickness virus,"['NC_006009', 'NC_006019', 'NC_006021', 'NC_006020', 'NC_005996', 'NC_006016', 'NC_006011', 'NC_006012', 'NC_006017', 'NC_006018']",serotype:3,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Orbivirus']",ds-RNA,19524,11.0,"vertebrates, invertebrates",07/13/2004,08/13/2018,NC_006009,0.0,,ds_RNA,Reoviridae
5354,5355,African horse sickness virus,"['NC_006009', 'NC_006019', 'NC_006021', 'NC_006020', 'NC_005996', 'NC_006016', 'NC_006011', 'NC_006012', 'NC_006017', 'NC_006018']",serotype:3,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Orbivirus']",ds-RNA,19524,11.0,"vertebrates, invertebrates",07/13/2004,08/13/2018,NC_006009,0.0,,ds_RNA,Reoviridae
5355,5356,African horse sickness virus,"['NC_006009', 'NC_006019', 'NC_006021', 'NC_006020', 'NC_005996', 'NC_006016', 'NC_006011', 'NC_006012', 'NC_006017', 'NC_006018']",serotype:3,linear,"['Viruses', 'Riboviria', 'Reoviridae', 'Sedoreovirinae', 'Orbivirus']",ds-RNA,19524,11.0,"vertebrates, invertebrates",07/13/2004,08/13/2018,NC_006009,0.0,,ds_RNA,Reoviridae
5356,5357,African oil palm ringspot virus,NC_012519,-,linear,"['Viruses', 'Riboviria', 'Tymovirales', 'Betaflexiviridae', 'Quinvirinae', 'Robigovirus']",ss-RNA,7781,5.0,plants,04/02/2009,08/13/2018,NC_012519,2.0,42.5,ss_RNA_+,Betaflexiviridae
5357,5358,African pouched rat arterivirus,NC_026439,isolate:PREDICT-06509,linear,"['Viruses', 'Riboviria', 'Nidovirales', 'Arnidovirineae', 'Arteriviridae', 'Heroarterivirinae', 'Lambdaarterivirus', 'Lambdaarterivirus afriporav']",ss-RNA,14953,10.0,vertebrates,02/10/2015,08/23/2018,NC_026439,10.0,757.4,ss_RNA_+,Arteriviridae
5358,5359,Agave tequilana leaf virus,NC_034833,isolate:agave azul-Mex1,linear,"['Viruses', 'Riboviria', 'Tymovirales', 'Betaflexiviridae', 'Trivirinae', 'Vitivirus', 'unclassified Vitivirus']",RNA,6958,5.0,plants,05/30/2017,08/13/2018,NC_034833,1.0,71.0,ss_RNA_+,Betaflexiviridae
5359,5360,Ageratum latent virus,"['NC_022128', 'NC_022129', 'NC_022127']",isolate:1998,linear,"['Viruses', 'Riboviria', 'Bromoviridae', 'Ilarvirus']",RNA,8577,5.0,plants,08/23/2013,08/13/2018,NC_022128,1.0,,ss_RNA_+,Bromoviridae
5360,5361,Ageratum latent virus,"['NC_022128', 'NC_022129', 'NC_022127']",isolate:1998,linear,"['Viruses', 'Riboviria', 'Bromoviridae', 'Ilarvirus']",RNA,8577,5.0,plants,08/23/2013,08/13/2018,NC_022128,1.0,,ss_RNA_+,Bromoviridae
5361,5362,Ageratum latent virus,"['NC_022128', 'NC_022129', 'NC_022127']",isolate:1998,linear,"['Viruses', 'Riboviria', 'Bromoviridae', 'Ilarvirus']",RNA,8577,5.0,plants,08/23/2013,08/13/2018,NC_022128,1.0,,ss_RNA_+,Bromoviridae
5362,5363,Agropyron mosaic virus,NC_005903,strain:ND402,linear,"['Viruses', 'Riboviria', 'Potyviridae', 'Potyvirus']",ss-RNA,9540,2.0,plants,06/17/2004,08/13/2018,NC_005903,1.0,303.0,ss_RNA_+,Potyviridae
5363,5364,Soybean mosaic virus,NC_002634,strain:N,linear,"['Viruses', 'Riboviria', 'Potyviridae', 'Potyvirus']",ss-RNA,9588,2.0,plants,04/29/1993,08/13/2018,NC_002634,1.0,228.0,ss_RNA_+,Potyviridae
5364,5365,Aguacate virus,"['NC_015452', 'NC_015450', 'NC_015451']",strain:VP-175A,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Phenuiviridae', 'Phlebovirus', 'unclassified Phlebovirus']",RNA,12408,4.0,"vertebrates, invertebrates, human",04/27/2011,08/13/2018,NC_015452,0.0,,ss_RNA_-,Phenuiviridae
5365,5366,Aguacate virus,"['NC_015452', 'NC_015450', 'NC_015451']",strain:VP-175A,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Phenuiviridae', 'Phlebovirus', 'unclassified Phlebovirus']",RNA,12408,4.0,"vertebrates, invertebrates, human",04/27/2011,08/13/2018,NC_015452,0.0,,ss_RNA_-,Phenuiviridae
5366,5367,Aguacate virus,"['NC_015452', 'NC_015450', 'NC_015451']",strain:VP-175A,linear,"['Viruses', 'Riboviria', 'Negarnaviricota', 'Polyploviricotina', 'Ellioviricetes', 'Bunyavirales', 'Phenuiviridae', 'Phlebovirus', 'unclassified Phlebovirus']",RNA,12408,4.0,"vertebrates, invertebrates, human",04/27/2011,08/13/2018,NC_015452,0.0,,ss_RNA_-,Phenuiviridae
